sub_event_id;subscription_id;event_date;event_type;event_details;plan_tier;seats;billing_frequency;auto_renew_status;mrr_amount;arr_amount
4314;S-4904cd;2024-10-13;Update;Plan Downgrade;Basic;21;annual;Inactive;399;4788
4315;S-c9e261;2024-10-29;Update;Plan Upgrade;Enterprise;21;monthly;Active;4179;50148
4316;S-3dc066;2024-11-20;Update;Plan Downgrade;Basic;21;annual;Inactive;399;4788
4317;S-482962;2024-11-06;Create;;Pro;20;annual;Active;980;11760
4318;S-adf00a;2024-11-15;Update;Plan Upgrade;Enterprise;17;annual;Active;3383;40596
4319;S-01bbff;2024-11-17;Update;Plan Downgrade;Basic;5;annual;Active;95;1140
4320;S-e43d0d;2024-11-18;Update;Plan Upgrade;Enterprise;37;annual;Active;7363;88356
4321;S-0b46b0;2024-11-19;Update;Seat Downgrade;Enterprise;7;monthly;Active;1393;16716
4322;S-f586ed;2024-12-06;Update;Plan Downgrade;Basic;17;monthly;Active;323;3876
4323;S-9a1e04;2024-12-06;Update;Plan Upgrade;Enterprise;5;annual;Active;995;11940
4324;S-8cb02e;2024-12-09;Cancel;;Pro;77;annual;Active;3773;45276
4325;S-972512;2024-12-14;;;Pro;54;monthly;Active;0;0
4326;S-25270a;2024-12-15;Conversion;;Enterprise;13;annual;Active;2587;31044
4327;S-3663bb;2024-12-19;;;Enterprise;5;monthly;Active;0;0
4328;S-6c9dc9;2024-12-26;Conversion;;Basic;10;monthly;Active;190;2280
4329;S-c98905;2024-12-28;Update;Plan Upgrade;Pro;5;monthly;Inactive;245;2940
4330;S-c64b73;2023-04-20;Create;;Pro;15;annual;Active;735;8820
4331;S-69b3ac;2023-05-07;;;Enterprise;80;annual;Inactive;0;0
4332;S-0e0578;2023-07-09;Conversion;;Basic;15;monthly;Active;285;3420
4333;S-be3ff6;2023-07-17;;;Pro;105;annual;Inactive;0;0
4334;S-08e560;2023-09-25;Conversion;;Pro;15;monthly;Active;735;8820
4335;S-ec8b34;2023-10-09;Update;Plan Upgrade;Enterprise;62;annual;Inactive;12338;148056
4336;S-7dab19;2023-12-24;Cancel;;Basic;47;annual;Inactive;893;10716
4337;S-054897;2024-01-06;Update;Plan Downgrade;Pro;15;monthly;Inactive;735;8820
4338;S-23ba41;2024-06-09;Update;;Pro;15;annual;Active;735;8820
4339;S-4ea564;2024-08-09;Update;Plan Downgrade;Basic;15;annual;Active;285;3420
4340;S-6e780e;2024-09-01;Update;Plan Upgrade;Enterprise;36;annual;Active;7164;85968
4341;S-c26c22;2023-10-17;Create;;Basic;21;annual;Inactive;0;0
4342;S-f8a794;2023-12-22;Conversion;;Enterprise;31;monthly;Active;6169;74028
4343;S-9210e7;2024-03-03;Update;Seat Downgrade;Enterprise;21;annual;Active;4179;50148
4344;S-c27134;2024-03-31;;;Pro;21;monthly;Active;0;0
4345;S-d3e724;2024-08-24;Conversion;;Basic;26;monthly;Active;494;5928
4346;S-d55d8a;2024-08-28;Update;Plan Upgrade;Enterprise;21;monthly;Active;4179;50148
4347;S-cde2c6;2024-09-17;Update;;Enterprise;21;monthly;Active;4179;50148
4348;S-f677d3;2024-09-22;Update;Plan Downgrade;Basic;21;monthly;Active;399;4788
4349;S-59f6b6;2024-11-10;Update;;Basic;21;monthly;Inactive;399;4788
4350;S-8fd696;2024-11-15;Cancel;;Enterprise;54;annual;Inactive;10746;128952
4351;S-52699f;2023-08-25;Create;;Basic;14;monthly;Active;266;3192
4352;S-611bf8;2023-09-08;Update;Plan Upgrade;Enterprise;2;annual;Active;398;4776
4353;S-65d722;2023-09-23;Update;Plan Downgrade;Basic;2;monthly;Active;38;456
4354;S-5b4149;2023-10-23;Update;Seat Upgrade;Basic;7;annual;Active;133;1596
4355;S-a525b3;2023-12-05;Update;Plan Upgrade;Pro;7;monthly;Inactive;343;4116
4356;S-bbff6f;2024-05-19;Update;Seat Upgrade;Pro;26;monthly;Active;1274;15288
4357;S-5e8d9f;2024-05-30;Update;Plan Upgrade;Enterprise;33;annual;Active;6567;78804
4358;S-bbd26a;2024-06-24;Update;Plan Downgrade;Basic;3;monthly;Active;57;684
4359;S-3cc163;2024-07-02;;;Basic;68;annual;Inactive;0;0
4360;S-ea389c;2024-09-08;Conversion;;Basic;14;monthly;Active;266;3192
4361;S-fa7c1a;2024-10-21;Update;Plan Upgrade;Enterprise;12;monthly;Active;2388;28656
4362;S-2756ac;2024-03-08;Create;;Enterprise;39;monthly;Active;0;0
4363;S-ff109c;2024-04-09;Conversion;;Pro;12;annual;Inactive;588;7056
4364;S-70ae65;2024-05-23;Update;Seat Upgrade;Pro;63;monthly;Active;3087;37044
4365;S-2c9cea;2024-06-03;;;Basic;35;annual;Active;0;0
4366;S-63671f;2024-06-12;Conversion;;Pro;12;annual;Active;588;7056
4367;S-4571b1;2024-06-28;Update;Plan Downgrade;Basic;12;annual;Inactive;228;2736
4368;S-4d5ab5;2024-08-08;Update;Plan Upgrade;Enterprise;12;monthly;Inactive;2388;28656
4369;S-6a0399;2024-09-08;Cancel;;Enterprise;12;monthly;Active;2388;28656
4370;S-012b26;2024-10-29;Update;Seat Upgrade;Enterprise;13;annual;Active;2587;31044
4371;S-ecb8d5;2024-12-17;Update;Plan Downgrade;Basic;35;annual;Active;665;7980
4372;S-938952;2024-12-18;Update;Plan Downgrade;Pro;12;monthly;Active;588;7056
4373;S-2dbf26;2023-12-10;Create;;Pro;14;annual;Active;0;0
4374;S-23a6c5;2023-12-31;;;Enterprise;24;monthly;Active;0;0
4375;S-8b0950;2024-02-15;Conversion;;Enterprise;14;monthly;Inactive;2786;33432
4376;S-efe3f6;2024-04-27;Update;Plan Downgrade;Pro;17;monthly;Active;833;9996
4377;S-704195;2024-04-29;Update;Plan Downgrade;Basic;14;monthly;Active;266;3192
4378;S-74bda1;2024-06-17;;;Basic;14;annual;Inactive;0;0
4379;S-ca74fe;2024-07-30;Conversion;;Pro;14;annual;Inactive;686;8232
4380;S-5f8ad0;2024-08-08;Update;Plan Downgrade;Basic;24;annual;Active;456;5472
4381;S-e8eb5c;2024-09-17;Update;Plan Upgrade;Pro;43;monthly;Active;2107;25284
4382;S-373c6e;2024-10-15;Update;Seat Downgrade;Pro;14;monthly;Active;686;8232
4383;S-1cebf9;2024-10-16;Update;Seat Upgrade;Pro;60;annual;Active;2940;35280
4384;S-163e64;2024-11-08;Update;Plan Upgrade;Enterprise;62;monthly;Active;12338;148056
4385;S-f690b4;2024-12-04;Update;Plan Downgrade;Pro;35;annual;Active;1715;20580
4386;S-91c435;2024-12-09;Update;Plan Downgrade;Basic;14;monthly;Active;266;3192
4387;S-dc6dfd;2024-09-30;Create;;Pro;67;monthly;Active;3283;39396
4388;S-02be35;2024-10-01;Cancel;;Pro;67;monthly;Active;3283;39396
4389;S-4a08bd;2024-10-11;Update;;Pro;67;annual;Inactive;3283;39396
4390;S-48d1f2;2024-10-16;Update;Plan Upgrade;Enterprise;67;annual;Inactive;13333;159996
4391;S-ac3a32;2024-10-20;Update;;Enterprise;67;monthly;Active;13333;159996
4392;S-a44d30;2024-10-31;Update;;Enterprise;67;monthly;Active;13333;159996
4393;S-16f4a2;2024-11-10;Update;;Enterprise;67;annual;Active;13333;159996
4394;S-0fcf7d;2024-11-23;Update;Plan Downgrade;Pro;67;annual;Inactive;3283;39396
4395;S-36f84f;2024-12-08;Update;;Pro;67;monthly;Inactive;3283;39396
4396;S-3a2aee;2024-12-14;;;Enterprise;67;monthly;Active;0;0
4397;S-384681;2024-12-25;Conversion;;Basic;67;annual;Active;1273;15276
4398;S-302119;2023-04-03;Create;;Enterprise;15;monthly;Active;2985;35820
4399;S-1898b3;2023-07-23;;;Basic;28;annual;Active;0;0
4400;S-079321;2023-07-27;Conversion;;Pro;15;annual;Inactive;735;8820
4401;S-83f2e5;2023-12-01;Update;Plan Upgrade;Enterprise;29;monthly;Active;5771;69252
4402;S-c58b17;2024-07-07;Update;Plan Downgrade;Pro;46;annual;Active;2254;27048
4403;S-b9c6ce;2024-10-06;;;Enterprise;15;monthly;Active;0;0
4404;S-4a8fda;2024-11-20;Conversion;;Basic;15;annual;Inactive;285;3420
4405;S-b559da;2023-08-09;Create;;Basic;8;annual;Active;152;1824
4406;S-bb82ac;2023-10-29;Update;Seat Upgrade;Basic;38;annual;Active;722;8664
4407;S-b17d04;2024-03-06;Update;Plan Downgrade;Pro;8;monthly;Active;392;4704
4408;S-f40318;2024-03-25;;;Enterprise;14;annual;Inactive;0;0
4409;S-4047a8;2024-06-01;Conversion;;Basic;1;monthly;Inactive;19;228
4410;S-367dee;2024-06-29;Update;Plan Upgrade;Pro;1;annual;Active;49;588
4411;S-a5d1e3;2024-07-01;Update;Plan Upgrade;Basic;18;monthly;Active;342;4104
4412;S-a5d949;2024-08-11;;;Enterprise;2;annual;Inactive;0;0
4413;S-56886a;2024-08-11;;;Enterprise;3;annual;Inactive;0;0
4414;S-fcbe5a;2024-10-04;Conversion;;Pro;40;annual;Active;1960;23520
4415;S-46a7eb;2024-10-05;;;Enterprise;43;monthly;Active;0;0
4416;S-d90f0a;2024-10-23;Conversion;;Pro;26;monthly;Inactive;1274;15288
4417;S-30fa6f;2023-03-21;Create;;Pro;40;monthly;Active;1960;23520
4418;S-302856;2023-05-24;Cancel;;Basic;40;annual;Active;760;9120
4419;S-ed2593;2023-05-28;Update;Plan Upgrade;Pro;100;monthly;Inactive;4900;58800
4420;S-20f505;2023-11-05;Update;Seat Downgrade;Pro;78;annual;Active;3822;45864
4421;S-b04b73;2023-11-24;Cancel;;Enterprise;40;monthly;Active;7960;95520
4422;S-81b6ee;2023-11-25;Update;Plan Downgrade;Pro;40;annual;Inactive;1960;23520
4423;S-0891f1;2024-01-03;Update;Plan Downgrade;Basic;40;annual;Inactive;760;9120
4424;S-21d7be;2024-01-09;Update;;Basic;40;annual;Active;760;9120
4425;S-a14f63;2024-02-04;Update;Plan Upgrade;Enterprise;40;monthly;Active;7960;95520
4426;S-d76f8b;2024-03-30;Update;Plan Downgrade;Basic;40;annual;Active;760;9120
4427;S-aef0c5;2024-05-22;Update;;Basic;40;monthly;Active;760;9120
4428;S-4eb120;2024-09-28;Update;;Basic;40;monthly;Active;760;9120
4429;S-a97ab5;2024-09-28;;;Pro;40;annual;Inactive;0;0
4430;S-6c1ca6;2024-12-05;Conversion;;Pro;40;monthly;Inactive;1960;23520
4431;S-66a625;2024-12-24;Update;;Pro;40;monthly;Active;1960;23520
4432;S-3e24ed;2024-02-22;Create;;Basic;44;monthly;Active;836;10032
4433;S-f132ab;2024-04-29;Update;Plan Downgrade;Pro;15;annual;Active;735;8820
4434;S-e090ae;2024-05-25;Update;Plan Upgrade;Enterprise;15;annual;Active;2985;35820
4435;S-02a3aa;2024-06-24;;;Basic;15;annual;Active;0;0
4436;S-42218c;2024-07-30;Conversion;;Pro;45;monthly;Active;2205;26460
4437;S-3d6648;2024-10-05;;;Enterprise;15;monthly;Active;0;0
4438;S-465825;2024-11-20;Conversion;;Basic;18;monthly;Active;342;4104
4439;S-462547;2024-12-07;Update;Seat Upgrade;Basic;119;annual;Active;2261;27132
4440;S-3f18be;2024-12-26;Update;Plan Upgrade;Enterprise;16;annual;Active;3184;38208
4441;S-dfe952;2024-09-27;Create;;Basic;33;monthly;Active;627;7524
4442;S-808668;2024-10-01;Update;Plan Upgrade;Pro;33;monthly;Active;1617;19404
4443;S-3c8e09;2024-10-01;Update;Plan Downgrade;Basic;33;monthly;Active;627;7524
4444;S-d5605e;2024-11-11;;;Basic;33;monthly;Inactive;0;0
4445;S-0509b8;2024-12-26;Conversion;;Basic;33;annual;Active;627;7524
4446;S-92795b;2024-06-01;Create;;Basic;81;monthly;Inactive;1539;18468
4447;S-904886;2024-06-20;Cancel;;Pro;38;annual;Inactive;1862;22344
4448;S-441ab2;2024-07-07;;;Basic;25;annual;Active;0;0
4449;S-6f43f7;2024-07-22;Conversion;;Enterprise;14;annual;Active;2786;33432
4450;S-ef00f5;2024-09-06;Update;Plan Downgrade;Basic;6;annual;Active;114;1368
4451;S-de5d6e;2024-09-25;Update;Seat Upgrade;Basic;26;monthly;Active;494;5928
4452;S-fd3d2d;2024-10-06;;;Enterprise;40;monthly;Active;0;0
4453;S-683c6b;2024-11-21;Conversion;;Enterprise;14;annual;Active;2786;33432
4454;S-36f26c;2024-12-17;Update;Plan Downgrade;Basic;63;monthly;Active;1197;14364
4455;S-003647;2024-12-23;Update;Plan Upgrade;Enterprise;9;monthly;Active;1791;21492
4456;S-a09141;2023-04-03;Create;;Enterprise;31;annual;Inactive;6169;74028
4457;S-50815c;2024-01-11;Update;Plan Downgrade;Basic;31;monthly;Active;589;7068
4458;S-a9ec8b;2024-02-11;Update;Plan Upgrade;Enterprise;31;monthly;Active;6169;74028
4459;S-88c79e;2024-02-18;Cancel;;Enterprise;31;monthly;Active;6169;74028
4460;S-feba2a;2024-03-09;;;Pro;69;monthly;Active;0;0
4461;S-add36b;2024-03-20;Conversion;;Enterprise;31;monthly;Active;6169;74028
4462;S-752e61;2024-03-24;Update;;Enterprise;31;monthly;Active;6169;74028
4463;S-1319ac;2024-06-02;Update;Plan Downgrade;Basic;91;annual;Active;1729;20748
4464;S-58c146;2024-06-21;Update;Seat Downgrade;Basic;41;annual;Inactive;779;9348
4465;S-de6767;2024-10-19;Update;Plan Upgrade;Enterprise;31;annual;Active;6169;74028
4466;S-eccbe0;2024-12-07;Update;Plan Downgrade;Pro;31;annual;Inactive;1519;18228
4467;S-17f71d;2024-05-15;Create;;Pro;44;monthly;Active;2156;25872
4468;S-5313fa;2024-05-17;Update;Plan Upgrade;Enterprise;21;monthly;Active;4179;50148
4469;S-e4ba87;2024-05-23;Update;Plan Downgrade;Basic;27;annual;Active;513;6156
4470;S-09223a;2024-06-04;Update;Seat Downgrade;Basic;21;monthly;Active;399;4788
4471;S-e9e03c;2024-08-20;Update;Plan Upgrade;Enterprise;21;monthly;Active;4179;50148
4472;S-ad39ef;2024-08-25;;;Pro;21;annual;Active;0;0
4473;S-326691;2024-11-24;Conversion;;Basic;21;monthly;Inactive;399;4788
4474;S-bb47b9;2024-11-10;Create;;Enterprise;41;monthly;Active;8159;97908
4475;S-d425c9;2024-11-11;Update;;Enterprise;41;annual;Active;8159;97908
4476;S-9fbdfb;2024-11-25;;;Enterprise;79;annual;Active;0;0
4477;S-0d6da2;2024-11-28;;;Enterprise;41;monthly;Inactive;0;0
4478;S-d518e8;2024-12-06;;;Basic;41;monthly;Active;0;0
4479;S-0de78a;2024-12-12;Conversion;;Basic;41;annual;Active;779;9348
4480;S-3d1043;2024-12-15;Update;Plan Upgrade;Enterprise;41;annual;Inactive;8159;97908
4481;S-755e1b;2024-12-18;Update;Plan Downgrade;Pro;41;annual;Active;2009;24108
4482;S-9e2c78;2024-12-18;;;Basic;41;annual;Active;0;0
4483;S-35c8a3;2024-12-22;Conversion;;Enterprise;41;annual;Active;8159;97908
4484;S-12e3ff;2023-05-21;Create;;Enterprise;44;monthly;Inactive;8756;105072
4485;S-863c87;2023-07-05;Update;Seat Upgrade;Enterprise;70;annual;Active;13930;167160
4486;S-f2537d;2024-01-24;Update;Plan Downgrade;Pro;44;monthly;Active;2156;25872
4487;S-ed4e09;2024-02-26;Update;;Pro;44;annual;Active;2156;25872
4488;S-507731;2024-06-02;Update;;Pro;44;annual;Active;2156;25872
4489;S-9e2819;2024-07-28;Update;Plan Upgrade;Enterprise;44;annual;Active;8756;105072
4490;S-ee2669;2024-12-29;Update;;Enterprise;44;annual;Active;8756;105072
4491;S-ed2bb5;2024-11-17;Create;;Enterprise;17;monthly;Active;3383;40596
4492;S-478ae9;2024-11-26;Update;Plan Downgrade;Pro;35;monthly;Inactive;1715;20580
4493;S-431c03;2024-12-02;Cancel;;Enterprise;37;monthly;Active;7363;88356
4494;S-aeec81;2024-12-12;Update;Plan Downgrade;Pro;19;monthly;Inactive;931;11172
4495;S-69fb37;2024-12-12;Update;Seat Downgrade;Pro;17;annual;Active;833;9996
4496;S-bba658;2024-12-17;Update;Plan Downgrade;Basic;17;monthly;Inactive;323;3876
4497;S-51569a;2024-12-25;Update;Plan Upgrade;Enterprise;22;monthly;Active;4378;52536
4498;S-a5cf6d;2023-11-27;Create;;Enterprise;25;monthly;Active;4975;59700
4499;S-f80ef5;2024-03-22;;;Basic;5;annual;Active;0;0
4500;S-f71bb0;2024-04-18;Conversion;;Enterprise;2;annual;Inactive;398;4776
4501;S-7730b1;2024-05-01;Update;Plan Downgrade;Pro;4;annual;Active;196;2352
4502;S-a3455c;2024-09-16;;;Enterprise;2;annual;Active;0;0
4503;S-916cca;2024-10-04;;;Basic;3;annual;Active;0;0
4504;S-d5d8ef;2024-10-11;Conversion;;Enterprise;83;monthly;Inactive;16517;198204
4505;S-2852dd;2024-12-19;Update;Seat Downgrade;Enterprise;10;monthly;Active;1990;23880
4506;S-b57dcd;2023-05-11;Create;;Basic;5;annual;Active;95;1140
4507;S-12125f;2023-08-08;Update;Seat Downgrade;Basic;3;monthly;Active;57;684
4508;S-e1dc0b;2023-09-16;;;Pro;17;monthly;Active;0;0
4509;S-47cf94;2023-10-02;Conversion;;Basic;35;annual;Active;665;7980
4510;S-0a28cd;2023-10-08;Update;Plan Upgrade;Enterprise;21;monthly;Active;4179;50148
4511;S-b41269;2024-03-23;Update;Seat Downgrade;Enterprise;15;annual;Active;2985;35820
4512;S-a01d87;2024-06-27;Update;Plan Downgrade;Basic;9;annual;Active;171;2052
4513;S-5677fb;2024-07-02;Update;Plan Upgrade;Enterprise;13;monthly;Inactive;2587;31044
4514;S-531e3a;2024-07-22;Update;Plan Downgrade;Basic;39;monthly;Active;741;8892
4515;S-7b211a;2024-11-10;Update;Plan Upgrade;Pro;32;annual;Active;1568;18816
4516;S-02ec76;2024-09-17;Create;;Pro;29;monthly;Active;1421;17052
4517;S-656302;2024-10-11;Update;Plan Upgrade;Enterprise;29;monthly;Active;5771;69252
4518;S-0ffab0;2024-10-18;Update;Seat Upgrade;Enterprise;58;annual;Active;11542;138504
4519;S-4c0b7b;2024-10-21;Update;Plan Downgrade;Basic;60;annual;Active;1140;13680
4520;S-db7a97;2024-11-11;Update;Plan Upgrade;Enterprise;48;monthly;Active;9552;114624
4521;S-089366;2024-11-12;Update;Plan Downgrade;Basic;29;annual;Active;551;6612
4522;S-74538d;2024-11-13;Update;Plan Upgrade;Pro;46;annual;Active;2254;27048
4523;S-102ebf;2024-11-13;Update;Plan Upgrade;Enterprise;29;annual;Inactive;5771;69252
4524;S-9b2c95;2024-11-24;;;Pro;29;annual;Active;0;0
4525;S-a8299c;2024-12-03;Conversion;;Enterprise;29;monthly;Active;5771;69252
4526;S-172953;2024-12-11;Update;Plan Downgrade;Basic;29;monthly;Active;551;6612
4527;S-3e3033;2024-12-11;;;Pro;31;annual;Active;0;0
4528;S-a0af0a;2024-12-19;Conversion;;Enterprise;29;monthly;Active;5771;69252
4529;S-3867d6;2024-12-23;;;Pro;29;annual;Active;0;0
4530;S-1bd2ec;2024-12-25;Conversion;;Basic;38;annual;Active;722;8664
4531;S-4d2392;2023-11-05;Create;;Pro;19;monthly;Inactive;931;11172
4532;S-07e821;2023-11-09;Update;Seat Upgrade;Pro;37;monthly;Active;1813;21756
4533;S-5178de;2023-12-06;Update;Seat Upgrade;Pro;40;annual;Inactive;1960;23520
4534;S-febd10;2024-01-05;;;Pro;32;annual;Active;0;0
4535;S-927235;2024-01-15;Conversion;;Basic;19;monthly;Active;361;4332
4536;S-6b7487;2024-05-13;Update;Plan Upgrade;Pro;19;annual;Active;931;11172
4537;S-1d4aa3;2024-06-02;Update;Plan Downgrade;Basic;19;monthly;Active;361;4332
4538;S-f4e0a6;2024-08-31;Update;;Basic;19;monthly;Active;361;4332
4539;S-05b245;2024-09-01;Update;Plan Upgrade;Enterprise;34;annual;Active;6766;81192
4540;S-86a4e3;2023-08-01;Create;;Basic;55;annual;Active;1045;12540
4541;S-a07c46;2023-09-23;Cancel;;Pro;55;monthly;Active;2695;32340
4542;S-96a469;2023-10-08;Update;;Pro;55;annual;Active;2695;32340
4543;S-ac1f01;2024-03-14;Update;Plan Upgrade;Enterprise;55;monthly;Active;10945;131340
4544;S-9daaad;2024-03-21;;;Enterprise;55;monthly;Active;0;0
4545;S-0027d3;2024-05-04;Conversion;;Basic;55;annual;Active;1045;12540
4546;S-370135;2024-05-11;Update;Plan Upgrade;Pro;55;monthly;Inactive;2695;32340
4547;S-8b3e35;2024-07-19;;;Enterprise;55;annual;Active;0;0
4548;S-be0fc9;2024-08-31;;;Enterprise;55;annual;Active;0;0
4549;S-8ca9f0;2024-09-01;Conversion;;Basic;55;annual;Active;1045;12540
4550;S-ba8f61;2024-09-26;Update;;Basic;55;monthly;Active;1045;12540
4551;S-770d98;2024-11-19;Update;Plan Upgrade;Enterprise;55;annual;Active;10945;131340
4552;S-98dd7d;2023-05-24;Create;;Enterprise;51;annual;Active;10149;121788
4553;S-de473d;2023-05-31;Update;Plan Downgrade;Pro;6;monthly;Active;294;3528
4554;S-e66964;2023-06-03;Update;Plan Upgrade;Basic;51;monthly;Inactive;969;11628
4555;S-02b3a1;2023-08-05;Update;Seat Downgrade;Basic;18;monthly;Active;342;4104
4556;S-8f8c47;2023-08-27;;;Pro;28;monthly;Active;0;0
4557;S-111683;2023-11-16;Conversion;;Pro;68;monthly;Active;3332;39984
4558;S-35752e;2024-05-08;Update;Seat Downgrade;Pro;1;annual;Active;49;588
4559;S-8d122e;2024-07-12;Update;Plan Upgrade;Enterprise;16;monthly;Active;3184;38208
4560;S-d85c2f;2024-08-15;Update;Plan Upgrade;Pro;85;annual;Active;4165;49980
4561;S-9dfce0;2024-08-30;Update;Seat Downgrade;Pro;2;annual;Active;98;1176
4562;S-aaed3e;2024-12-18;;;Pro;9;monthly;Inactive;0;0
4563;S-183073;2024-07-19;Create;;Enterprise;14;monthly;Active;2786;33432
4564;S-d5eae3;2024-08-09;Update;Seat Downgrade;Enterprise;12;monthly;Inactive;2388;28656
4565;S-a0f5ac;2024-10-07;Update;Plan Downgrade;Pro;13;monthly;Active;637;7644
4566;S-d6cffe;2024-10-10;;;Enterprise;6;annual;Active;0;0
4567;S-462bd2;2024-10-23;;;Enterprise;3;annual;Active;0;0
4568;S-b5e9e7;2024-10-26;Conversion;;Enterprise;12;annual;Active;2388;28656
4569;S-50e517;2024-10-28;Update;Plan Downgrade;Basic;12;annual;Active;228;2736
4570;S-381c99;2024-11-03;Update;Seat Downgrade;Basic;3;monthly;Active;57;684
4571;S-0dd555;2024-11-22;Update;Plan Upgrade;Pro;33;annual;Inactive;1617;19404
4572;S-f81687;2024-11-23;Cancel;;Enterprise;5;monthly;Active;995;11940
4573;S-85b5ce;2024-12-26;Update;Plan Downgrade;Basic;10;annual;Active;190;2280
4574;S-df69fe;2024-12-29;Update;Plan Upgrade;Enterprise;44;annual;Active;8756;105072
4575;S-363c29;2023-10-23;Create;;Enterprise;21;annual;Active;4179;50148
4576;S-6ba608;2023-12-15;Update;Seat Downgrade;Enterprise;11;monthly;Active;2189;26268
4577;S-dc28c6;2024-01-05;;;Enterprise;58;monthly;Active;0;0
4578;S-05be05;2024-03-16;Conversion;;Enterprise;5;annual;Active;995;11940
4579;S-b8a3b6;2024-07-24;Update;Plan Upgrade;Pro;57;annual;Active;2793;33516
4580;S-518472;2024-12-08;Update;Seat Downgrade;Pro;19;monthly;Active;931;11172
4581;S-8ff318;2024-12-23;Cancel;;Pro;5;monthly;Active;245;2940
4582;S-134753;2024-02-08;Create;;Enterprise;16;monthly;Active;3184;38208
4583;S-92d873;2024-04-25;;;Enterprise;13;monthly;Active;0;0
4584;S-0e526f;2024-06-26;Conversion;;Pro;5;annual;Active;245;2940
4585;S-af41f0;2024-06-27;Update;Plan Downgrade;Basic;2;annual;Inactive;38;456
4586;S-9b1f0e;2024-07-16;Update;Plan Upgrade;Pro;2;annual;Active;98;1176
4587;S-4d8633;2024-07-17;Update;Seat Upgrade;Pro;31;monthly;Active;1519;18228
4588;S-467016;2024-11-28;Update;Plan Downgrade;Enterprise;7;monthly;Active;1393;16716
4589;S-caca4f;2024-12-06;Update;Plan Downgrade;Basic;54;annual;Inactive;1026;12312
4590;S-6ca9be;2023-05-11;Create;;Basic;54;annual;Active;1026;12312
4591;S-c24467;2023-07-05;;;Basic;50;monthly;Inactive;0;0
4592;S-0a01c5;2023-08-05;Conversion;;Enterprise;16;monthly;Inactive;3184;38208
4593;S-a94f54;2023-09-04;Cancel;;Enterprise;16;monthly;Active;3184;38208
4594;S-65b963;2024-03-04;;;Basic;22;monthly;Active;0;0
4595;S-f243c1;2024-03-12;;;Pro;14;annual;Active;0;0
4596;S-2dbf11;2024-05-25;Conversion;;Pro;14;annual;Active;686;8232
4597;S-534c28;2024-09-16;Update;Plan Downgrade;Basic;14;monthly;Active;266;3192
4598;S-56c23b;2024-10-31;Update;Plan Upgrade;Enterprise;19;annual;Inactive;3781;45372
4599;S-339fce;2024-11-26;Update;Plan Downgrade;Pro;14;monthly;Active;686;8232
4600;S-80c296;2024-12-19;Update;Seat Upgrade;Pro;17;monthly;Active;833;9996
4601;S-a84e7f;2023-11-14;Create;;Enterprise;8;annual;Active;1592;19104
4602;S-cbe349;2024-02-16;Cancel;;Enterprise;8;annual;Inactive;1592;19104
4603;S-a7ce33;2024-03-28;Update;Seat Upgrade;Enterprise;23;monthly;Active;4577;54924
4604;S-374511;2024-04-01;Update;Seat Downgrade;Enterprise;10;monthly;Active;1990;23880
4605;S-ffe125;2024-04-15;Cancel;;Basic;20;monthly;Inactive;380;4560
4606;S-5cb87c;2024-04-20;Update;Plan Upgrade;Pro;24;monthly;Active;1176;14112
4607;S-55aafd;2024-05-23;Update;Plan Downgrade;Basic;8;monthly;Active;152;1824
4608;S-7e8699;2024-11-14;Update;Plan Upgrade;Pro;31;monthly;Active;1519;18228
4609;S-a68b52;2024-12-17;Update;Plan Upgrade;Enterprise;44;annual;Active;8756;105072
4610;S-b409d1;2024-01-21;Create;;Pro;18;annual;Active;882;10584
4611;S-6f1051;2024-02-01;Update;Plan Upgrade;Enterprise;34;annual;Active;6766;81192
4612;S-e3dff3;2024-07-14;Update;Plan Downgrade;Pro;23;annual;Active;1127;13524
4613;S-10a1b5;2024-09-09;Update;Plan Downgrade;Basic;34;annual;Inactive;646;7752
4614;S-b07043;2024-11-22;Update;Seat Downgrade;Basic;16;annual;Active;304;3648
4615;S-008f3c;2024-12-23;Cancel;;Pro;58;annual;Active;2842;34104
4616;S-672f1b;2023-08-08;Create;;Pro;27;monthly;Active;1323;15876
4617;S-802cc6;2023-11-15;Update;Plan Upgrade;Enterprise;34;annual;Active;6766;81192
4618;S-3e5a20;2024-07-17;Update;Plan Downgrade;Basic;76;monthly;Inactive;1444;17328
4619;S-909b7f;2024-08-16;Update;Plan Upgrade;Enterprise;27;monthly;Active;5373;64476
4620;S-a1d6ad;2024-09-01;Update;Plan Downgrade;Pro;27;monthly;Active;1323;15876
4621;S-9225ac;2024-09-28;;;Pro;31;annual;Active;0;0
4622;S-779baa;2024-10-30;;;Basic;30;monthly;Active;0;0
4623;S-549340;2024-09-18;Create;;Pro;25;monthly;Active;1225;14700
4624;S-4e4ab7;2024-10-08;Update;Plan Downgrade;Basic;25;monthly;Inactive;475;5700
4625;S-666181;2024-10-09;Update;Seat Upgrade;Basic;71;annual;Active;1349;16188
4626;S-65e38d;2024-11-11;Update;Plan Upgrade;Enterprise;25;monthly;Active;4975;59700
4627;S-712f3a;2024-11-20;Cancel;;Basic;25;monthly;Active;475;5700
4628;S-e6b450;2024-11-21;Update;Plan Upgrade;Pro;25;monthly;Active;1225;14700
4629;S-8bbfcd;2024-12-02;Update;Plan Downgrade;Basic;25;annual;Inactive;475;5700
