usage_id;subscription_id;usage_date;feature_name;usage_count;usage_duration_mins;logged_errors_count;is_beta_feature
U-c45c79;S-e53224;2024-04-26;feature_24;13;83,6;0;Beta
U-3e9e53;S-e53224;2024-08-23;feature_12;15;32,8;0;
U-4f94c5;S-e56037;2024-10-30;feature_12;9;40,4;3;
U-f35bc6;S-e56037;2023-01-22;feature_29;11;9,5;0;
U-0ab1fb;S-e56037;2023-08-22;feature_36;8;48,7;0;
U-c2911a;S-e56037;2024-03-05;feature_19;8;50,5;0;
U-2ea1b7;S-e56037;2023-08-12;feature_36;10;66,3;0;
U-59a39b;S-e56037;2023-10-04;feature_19;12;85,0;2;
U-efbdd8;S-e561b9;2023-04-16;feature_38;11;21,3;2;
U-2ce8e6;S-e561b9;2023-10-14;feature_38;13;80,6;0;Beta
U-bec223;S-e561b9;2023-10-19;feature_34;13;67,6;1;
U-59f9cb;S-e561b9;2024-05-29;feature_38;12;3,0;0;
U-c8fdf7;S-e567db;2023-06-03;feature_33;8;73,6;0;
U-fb9981;S-e567db;2023-10-17;feature_15;5;34,3;0;
U-1cc113;S-e57a7d;2023-10-22;feature_9;12;113,6;1;
U-6e60b8;S-e57a7d;2024-02-20;feature_25;11;16,9;0;
U-10381c;S-e57a7d;2024-09-19;feature_37;9;59,3;2;
U-74d9ec;S-e57a7d;2023-06-12;feature_7;10;22,7;0;
U-d1b275;S-e57a7d;2023-07-02;feature_38;6;8,4;0;
U-fae8a8;S-e57a7d;2024-09-11;feature_27;10;19,8;0;
U-d58c32;S-e57a7d;2024-09-06;feature_28;10;72,5;3;
U-0271e8;S-e57fb8;2023-07-03;feature_12;12;7,0;0;Beta
U-0bf51d;S-e57fb8;2023-06-22;feature_24;3;15,9;0;
U-302cbb;S-e57fb8;2024-10-05;feature_36;8;6,8;1;
U-3f544a;S-e57fb8;2024-12-17;feature_29;8;9,7;0;Beta
U-006e3d;S-e57fb8;2023-04-19;feature_24;5;42,8;0;
U-e6fff3;S-e5909f;2024-01-09;feature_40;9;73,4;0;
U-0e9ca5;S-e5909f;2023-12-05;feature_19;13;62,8;0;
U-22ac98;S-e5909f;2024-06-29;feature_29;10;33,5;3;
U-d43638;S-e5909f;2024-04-09;feature_38;7;40,0;0;
U-ece80f;S-e5909f;2024-05-08;feature_9;12;11,4;0;Beta
U-4dedfd;S-e5909f;2023-10-27;feature_4;13;1,3;2;
U-a7e401;S-e5909f;2023-05-31;feature_34;9;28,1;1;Beta
U-b0a93e;S-e5a001;2024-06-03;feature_13;11;59,4;0;
U-f632e1;S-e5a001;2023-03-11;feature_39;14;111,3;0;
U-e4da8c;S-e5a001;2023-12-15;feature_28;6;20,3;0;
U-aed406;S-e5ba1c;2023-05-28;feature_30;6;54,1;3;
U-df73ee;S-e5ba1c;2024-07-24;feature_2;11;7,0;0;
U-aac896;S-e5ba1c;2024-05-14;feature_5;16;138,4;0;
U-2f8f42;S-e5ba1c;2023-01-05;feature_19;8;53,7;0;
U-469637;S-e5bed6;2023-06-08;feature_26;5;44,9;1;Beta
U-f1d46a;S-e5bed6;2024-09-11;feature_23;7;42,8;1;
U-0b07eb;S-e5bed6;2024-10-11;feature_38;11;40,9;0;
U-5a0b43;S-e5bed6;2023-08-03;feature_25;6;9,6;0;
U-ac8c8b;S-e5bed6;2023-12-30;feature_37;12;34,8;3;
U-097d2a;S-e5c35c;2024-11-26;feature_30;4;7,4;0;Beta
U-f8acec;S-e5c35c;2024-04-13;feature_21;14;127,6;0;
U-b6c2d8;S-e5c35c;2024-09-20;feature_3;6;33,8;0;
U-85bb50;S-e5c35c;2024-09-11;feature_37;11;61,8;0;
U-6bdc4c;S-e5d9a4;2023-07-07;feature_18;8;43,7;2;
U-b21b09;S-e5d9a4;2024-01-06;feature_33;10;17,5;0;
U-b2b399;S-e5d9a4;2023-10-14;feature_24;15;4,8;1;
U-8d1337;S-e5d9a4;2023-09-05;feature_23;8;5,5;0;
U-17cdda;S-e5d9a4;2023-11-13;feature_39;8;23,9;0;
U-93913a;S-e5d9a4;2024-08-18;feature_30;11;48,6;1;
U-051218;S-e5d9a4;2023-02-21;feature_37;8;37,2;1;Beta
U-690187;S-e5d9a4;2024-02-23;feature_27;14;52,0;0;
U-60b14c;S-e5d9a4;2023-03-16;feature_37;8;10,1;0;
U-7f8560;S-e5efce;2023-01-23;feature_37;7;11,8;0;
U-5e0d1d;S-e5efce;2023-05-14;feature_38;12;79,4;0;
U-bd4a1a;S-e5efce;2024-09-01;feature_6;9;56,3;0;
U-a885d3;S-e5efce;2024-04-13;feature_24;13;81,5;0;
U-da7329;S-e5efce;2024-05-07;feature_7;7;38,4;2;Beta
U-6f99b8;S-e5efce;2024-03-06;feature_5;14;76,8;0;Beta
U-f856f9;S-e5fdf9;2024-06-10;feature_34;8;41,2;0;
U-c1d9ae;S-e5fdf9;2023-12-22;feature_5;11;25,3;1;
U-841e8f;S-e5fdf9;2024-01-12;feature_21;6;42,4;2;
U-2bc1e2;S-e6029e;2024-01-28;feature_3;17;71,7;2;Beta
U-33c2b7;S-e6029e;2024-11-26;feature_36;9;65,1;1;
U-2cbb96;S-e6029e;2023-06-12;feature_21;10;90,2;3;
U-865398;S-e6029e;2023-09-18;feature_1;10;89,8;1;
U-69f017;S-e6029e;2023-10-09;feature_8;8;52,0;2;
U-a6b284;S-e6029e;2024-01-13;feature_17;8;62,7;0;Beta
U-7b1dd9;S-e6029e;2023-06-19;feature_34;8;26,7;2;
U-73ecf7;S-e60306;2024-10-28;feature_32;9;11,1;0;
U-aef2e9;S-e60306;2023-11-20;feature_3;7;70,0;1;Beta
U-898b5d;S-e60306;2024-07-05;feature_32;9;64,1;2;
U-a4fc83;S-e60306;2023-02-02;feature_7;10;92,8;2;
U-6aec15;S-e60306;2023-01-20;feature_10;11;84,3;2;
U-500647;S-e60430;2023-07-06;feature_14;10;34,0;1;
U-5b2853;S-e60430;2024-10-30;feature_28;11;11,0;0;
U-16b929;S-e60430;2023-11-09;feature_21;9;78,2;0;
U-684e9a;S-e60430;2023-12-07;feature_2;8;6,4;0;Beta
U-81bf9a;S-e60430;2024-10-23;feature_6;12;21,0;2;
U-d7cd6a;S-e60ba0;2024-01-21;feature_20;12;106,2;1;
U-4ca6f6;S-e60ba0;2023-07-11;feature_3;9;63,2;0;
U-1185c5;S-e60ba0;2023-11-22;feature_30;9;68,9;0;
U-dad49b;S-e60ba0;2023-03-22;feature_16;15;28,0;0;
U-aab4f8;S-e60ba0;2024-07-05;feature_24;5;44,2;0;
U-2aa5ec;S-e62fc9;2023-02-01;feature_3;3;24,0;1;
U-cb04bc;S-e62fc9;2023-07-14;feature_21;16;140,0;1;
U-c94323;S-e62fc9;2023-05-14;feature_39;14;35,0;0;
U-699cd8;S-e62fc9;2023-04-29;feature_8;9;80,9;0;
U-9edd7a;S-e62fc9;2023-01-25;feature_34;9;46,2;0;
U-f8bdc0;S-e62fc9;2024-05-09;feature_13;7;62,7;0;
U-6f410e;S-e62fc9;2024-10-06;feature_12;9;13,8;0;
U-ef4533;S-e63c67;2023-06-07;feature_12;17;75,7;0;
U-04d411;S-e63c67;2023-09-02;feature_1;13;121,8;1;
U-245f53;S-e63c67;2023-07-18;feature_40;5;1,0;4;
U-ce4d4e;S-e63c67;2024-06-25;feature_15;10;23,3;0;Beta
U-836c26;S-e63c67;2023-10-26;feature_15;7;12,3;1;
U-97bf26;S-e63c67;2023-11-01;feature_18;8;30,5;0;
U-72fa2c;S-e63c67;2024-07-13;feature_8;7;36,2;2;
U-16fe0e;S-e63c67;2024-07-24;feature_12;13;24,7;0;
U-914007;S-e63c67;2024-02-16;feature_32;9;57,8;0;
U-38caac;S-e63c67;2024-03-16;feature_2;5;41,0;4;
U-2021a6;S-e63c67;2024-09-06;feature_24;10;38,7;0;
U-ffb665;S-e63c67;2024-06-06;feature_9;9;47,0;0;
U-db57eb;S-e63c67;2023-07-27;feature_33;14;98,0;0;
U-6b33f3;S-e64c2b;2023-10-15;feature_25;9;66,6;0;
U-1fb4bc;S-e64c2b;2023-01-13;feature_19;4;7,9;0;
U-e2a2ef;S-e64c2b;2024-06-19;feature_7;8;54,4;0;
U-f38565;S-e64c2b;2024-08-03;feature_32;7;43,3;0;
U-b15867;S-e6513c;2024-05-17;feature_28;15;123,0;2;
U-32e266;S-e6513c;2024-11-16;feature_24;11;5,9;0;
U-21441a;S-e6513c;2023-03-11;feature_28;12;119,0;0;
U-048001;S-e6513c;2024-08-12;feature_14;9;12,2;0;
U-15af78;S-e6513c;2023-04-24;feature_36;10;26,7;0;
U-ef3c1a;S-e6513c;2023-02-22;feature_6;11;65,5;0;
U-194d74;S-e6513c;2023-02-08;feature_32;12;101,0;0;
U-0b4209;S-e6513c;2024-10-24;feature_12;9;15,9;0;
U-aab06a;S-e6513c;2024-08-16;feature_25;8;50,8;0;
U-fdbd1b;S-e6571c;2023-04-03;feature_8;8;35,1;0;Beta
U-bc41da;S-e6571c;2024-10-14;feature_8;8;73,2;0;Beta
U-ecb746;S-e6571c;2024-08-25;feature_22;10;30,5;0;
U-c527f2;S-e66253;2023-08-30;feature_26;6;33,7;0;
U-c5c336;S-e66253;2024-10-19;feature_31;9;77,9;2;
U-699542;S-e66253;2024-12-09;feature_3;10;57,7;0;
U-b7122e;S-e66253;2023-10-26;feature_38;12;47,6;0;
U-8ffe7d;S-e6678a;2023-07-30;feature_40;15;89,3;3;
U-fc3823;S-e6678a;2023-02-23;feature_25;6;28,3;0;
U-765910;S-e6678a;2023-04-28;feature_29;10;64,0;0;
U-aac1bf;S-e6678a;2023-04-18;feature_11;16;53,6;0;
U-5df10e;S-e66964;2024-03-11;feature_7;7;62,0;0;
U-56820c;S-e66964;2023-12-01;feature_29;5;46,3;0;
U-7a1ef7;S-e66964;2024-01-24;feature_28;9;79,8;0;
U-b8cd47;S-e66964;2023-04-05;feature_26;6;8,3;0;
U-620adb;S-e66964;2023-11-18;feature_27;9;19,2;1;
U-34ec7e;S-e66964;2023-08-19;feature_11;13;93,8;2;
U-d0e5f3;S-e66964;2023-07-14;feature_12;9;71,1;0;Beta
U-2c89de;S-e66f1a;2023-10-21;feature_37;8;21,2;1;
U-bf64b4;S-e66f1a;2023-10-27;feature_26;11;46,6;2;Beta
U-2500f2;S-e66f1a;2024-06-18;feature_13;5;16,3;2;
U-f78fe9;S-e66f1a;2024-07-15;feature_10;5;4,9;0;Beta
U-62e7a0;S-e66f1a;2023-10-09;feature_1;5;9,3;1;
U-7d1b4e;S-e66f1a;2023-06-23;feature_13;8;9,3;0;
U-57f428;S-e6a17a;2024-03-28;feature_7;11;108,5;0;
U-6331a5;S-e6a17a;2024-07-18;feature_13;10;41,3;0;
U-cd7a2f;S-e6a17a;2024-05-19;feature_20;11;83,4;2;
U-248096;S-e6a17a;2023-03-03;feature_14;9;74,4;0;
U-66279e;S-e6a17a;2023-02-06;feature_6;11;2,6;0;
U-d22b2d;S-e6a17a;2023-04-19;feature_17;11;70,8;0;
U-15e4b4;S-e6a17a;2023-01-15;feature_16;12;66,6;0;
U-c3b448;S-e6ad38;2024-01-23;feature_38;14;125,1;2;
U-67f3fa;S-e6ad38;2023-07-24;feature_4;9;86,6;0;
U-4bfdf1;S-e6ad38;2024-11-04;feature_4;10;13,8;0;
U-cb26aa;S-e6ad38;2023-05-26;feature_13;10;10,7;0;
U-8deac0;S-e6ad38;2023-08-23;feature_1;10;1,8;0;
U-798c9f;S-e6ad38;2024-10-09;feature_19;8;68,5;2;
U-07b8c4;S-e6b35a;2024-04-12;feature_38;9;82,4;0;
U-94fa49;S-e6b35a;2023-11-04;feature_34;14;129,7;0;
U-a3aa2f;S-e6b35a;2023-03-22;feature_17;8;77,6;0;
U-4dc980;S-e6b35a;2023-08-19;feature_15;12;19,2;0;
U-6d2d53;S-e6b35a;2023-09-07;feature_34;9;31,4;0;
U-208fa4;S-e6b450;2024-11-30;feature_31;13;44,2;1;
U-57db35;S-e6b450;2024-02-12;feature_40;13;18,4;0;
U-0220d1;S-e6b450;2024-02-15;feature_28;8;36,0;2;
U-2dae40;S-e6b450;2023-08-12;feature_8;12;94,2;0;
U-b41c51;S-e6b450;2024-11-03;feature_14;6;24,2;0;
U-ed34ec;S-e6b450;2024-01-05;feature_3;8;37,6;0;
U-73f496;S-e6c842;2023-01-19;feature_33;9;75,9;0;
U-3df612;S-e6c842;2024-02-16;feature_15;14;84,5;1;
U-56597f;S-e6c842;2024-09-27;feature_22;9;60,5;0;
U-15fa9c;S-e6c842;2024-03-27;feature_38;6;2,1;0;
U-2cbd76;S-e6c842;2023-07-31;feature_3;10;11,5;0;
U-e902d4;S-e6c842;2023-07-31;feature_32;13;79,1;0;
U-faa644;S-e6c842;2024-04-04;feature_33;10;93,3;4;
U-061aa8;S-e6c900;2024-12-22;feature_12;10;29,8;0;
U-62a6d5;S-e6c900;2024-12-31;feature_15;7;69,4;1;
U-f88680;S-e6c900;2024-11-27;feature_4;10;25,3;0;
U-41b114;S-e6c900;2023-12-03;feature_36;9;16,1;0;
U-859819;S-e6c900;2023-10-12;feature_34;7;47,4;0;
U-e53264;S-e6c900;2023-10-03;feature_21;11;106,5;0;
U-d548f8;S-e6ce29;2023-08-01;feature_10;8;57,1;2;
U-c8791b;S-e6ce29;2024-11-10;feature_21;12;96,0;0;
U-17503c;S-e6ce29;2024-07-31;feature_21;7;3,0;1;
U-61c0ae;S-e6ce29;2023-06-04;feature_13;9;52,7;0;
U-8e9615;S-e6ce29;2023-07-31;feature_10;10;92,7;0;
U-f2e167;S-e6ce29;2024-08-09;feature_16;9;10,2;2;
U-48a215;S-e6cfc1;2023-10-05;feature_14;9;22,1;0;
U-9f5c97;S-e6cfc1;2024-02-19;feature_37;8;76,0;0;
U-1f0d53;S-e6cfc1;2023-02-02;feature_13;10;43,5;1;
U-fcb2c5;S-e6cfc1;2024-03-10;feature_3;13;62,6;0;
U-054d2b;S-e6cfc1;2024-07-07;feature_23;7;14,8;0;
U-5899c1;S-e6cfc1;2024-08-08;feature_26;13;123,5;0;
U-a57819;S-e6cfc1;2023-04-08;feature_3;7;35,7;1;
U-d5e7db;S-e6dee4;2023-07-26;feature_29;9;18,3;0;
U-6f9c02;S-e6dee4;2023-08-07;feature_40;10;73,2;0;
U-a1c9de;S-e6e96f;2024-05-01;feature_12;9;53,3;1;
U-f4b746;S-e6e96f;2024-06-08;feature_5;13;43,6;0;
U-03b221;S-e6e96f;2024-09-21;feature_22;17;52,7;0;
U-0d18a5;S-e6e96f;2024-04-20;feature_18;9;43,4;0;
U-4a985b;S-e6f639;2023-04-23;feature_36;9;59,6;0;
U-08c720;S-e6f639;2024-09-04;feature_21;10;57,2;0;
U-4adbb4;S-e6f639;2023-01-15;feature_1;8;53,9;0;
U-680b9d;S-e702a4;2024-03-25;feature_31;11;50,2;0;
U-2d806a;S-e702a4;2023-07-08;feature_11;12;85,0;0;Beta
U-a65907;S-e702a4;2023-05-21;feature_35;11;75,7;1;Beta
U-06d3c7;S-e702a4;2023-03-03;feature_12;12;21,4;0;
U-12239a;S-e702a4;2024-07-07;feature_37;10;94,7;0;
U-76c742;S-e71203;2024-05-07;feature_15;12;74,0;3;
U-0c4c37;S-e71203;2024-03-02;feature_27;9;20,0;0;
U-ad0d5e;S-e71203;2024-01-18;feature_19;13;63,5;0;
U-c7a50a;S-e71203;2024-08-16;feature_22;10;90,0;0;
U-3f5a8a;S-e71203;2024-03-22;feature_27;10;22,7;0;
U-f31ea4;S-e715bb;2024-01-18;feature_38;9;57,6;2;
U-10b523;S-e715bb;2024-06-06;feature_32;12;57,4;1;
U-d494bf;S-e715bb;2024-08-30;feature_6;13;110,7;1;
U-4c6792;S-e715bb;2024-05-21;feature_22;14;134,4;1;
U-4bcb46;S-e71f4a;2024-03-05;feature_36;9;54,9;0;
U-050c9e;S-e71f4a;2024-08-05;feature_39;9;32,6;2;
U-8aaa68;S-e71f4a;2024-02-16;feature_1;6;48,9;1;
U-741637;S-e71f4a;2023-02-26;feature_25;6;53,4;0;
U-2a4b6b;S-e71f4a;2024-03-19;feature_36;13;75,8;1;
U-77567d;S-e71f4a;2023-01-12;feature_4;14;112,7;0;
U-5bf135;S-e72beb;2024-04-28;feature_36;12;102,6;2;
U-21436a;S-e72beb;2023-04-16;feature_27;11;64,4;0;
U-3034e1;S-e72beb;2024-11-04;feature_28;11;82,5;0;
U-6268e4;S-e73303;2023-02-12;feature_7;14;24,5;0;
U-f07f62;S-e73303;2024-03-05;feature_39;6;59,2;0;
U-0d1047;S-e73303;2023-02-15;feature_25;7;25,3;0;
U-e9e1cb;S-e73303;2024-08-31;feature_23;11;69,7;3;
U-8374a6;S-e73303;2023-05-10;feature_14;8;49,1;0;
U-b58e23;S-e73cdf;2023-05-25;feature_40;12;76,4;0;
U-1cfd4f;S-e73cdf;2024-07-10;feature_33;10;98,7;0;
U-ca824e;S-e73cdf;2024-12-09;feature_25;9;66,0;0;
U-420f90;S-e73cdf;2024-02-13;feature_18;9;11,6;0;
U-def217;S-e73cdf;2024-03-28;feature_7;10;31,7;2;
U-c28fce;S-e740b4;2023-01-20;feature_7;18;124,8;0;
U-662d56;S-e740b4;2023-08-16;feature_33;14;66,5;1;
U-093f66;S-e740b4;2023-07-05;feature_4;14;74,0;2;Beta
U-128488;S-e740b4;2023-09-15;feature_9;14;101,0;0;
U-d49e6f;S-e740b4;2024-04-30;feature_7;6;19,9;1;
U-674721;S-e740b4;2023-09-04;feature_22;9;81,3;1;
U-3fd180;S-e740b4;2023-05-08;feature_6;9;67,4;0;
U-37b12d;S-e740b4;2024-04-21;feature_8;12;77,8;0;
U-043202;S-e740b4;2023-11-14;feature_28;10;71,0;0;
U-56fecc;S-e740b4;2024-05-11;feature_15;12;69,6;0;
U-d5d1de;S-e7416c;2023-06-18;feature_7;10;87,8;1;
U-5212a4;S-e7416c;2024-06-03;feature_33;7;20,8;0;
U-a92dd3;S-e7416c;2023-10-30;feature_6;9;74,9;0;
U-9c021f;S-e7416c;2024-05-29;feature_28;7;43,4;1;
U-6e5e5f;S-e7416c;2024-03-14;feature_18;6;23,2;0;
U-bd2781;S-e7416c;2023-09-22;feature_29;9;43,1;0;
U-27a39b;S-e746d2;2024-08-28;feature_35;11;29,2;0;
U-4828da;S-e746d2;2024-12-19;feature_11;11;27,0;0;
U-b717aa;S-e746d2;2023-11-02;feature_11;11;9,7;0;
U-1755e6;S-e746d2;2024-12-24;feature_13;15;130,8;0;Beta
U-9dc215;S-e74ca1;2024-06-23;feature_36;10;35,7;1;
U-4500c6;S-e74ca1;2024-02-17;feature_33;6;33,1;1;
U-e23e34;S-e74ca1;2024-01-05;feature_38;9;31,7;2;
U-dfacf8;S-e74ca1;2024-05-19;feature_25;4;18,3;3;
U-0f87ad;S-e74ca1;2023-08-12;feature_10;11;14,3;0;Beta
U-7f07c2;S-e753fa;2023-04-21;feature_6;7;25,0;0;
U-c596ae;S-e753fa;2023-08-03;feature_12;7;4,3;0;
U-1d5422;S-e753fa;2024-08-23;feature_16;10;69,2;1;
U-9f4800;S-e753fa;2024-02-17;feature_33;5;4,1;1;
U-0ce106;S-e753fa;2024-03-09;feature_14;11;8,4;0;
U-20294a;S-e76552;2023-11-11;feature_9;5;27,3;1;
U-b6ae57;S-e76552;2023-07-24;feature_37;7;50,5;0;
U-ebb84e;S-e76552;2023-08-30;feature_24;10;86,5;4;
U-04e44c;S-e768c6;2023-01-21;feature_16;7;40,7;0;
U-918d6e;S-e768c6;2024-11-20;feature_35;9;14,7;0;
U-09b67d;S-e768c6;2024-04-12;feature_21;9;37,8;3;
U-e0a9ea;S-e768c6;2024-08-03;feature_11;7;37,5;1;
U-92a27e;S-e768c6;2024-04-27;feature_8;13;11,5;0;
U-ffae4f;S-e768f5;2023-05-01;feature_22;9;38,6;0;Beta
U-c7a3eb;S-e768f5;2024-01-03;feature_5;9;16,7;0;
U-057974;S-e768f5;2023-04-08;feature_24;13;80,8;0;
U-9b27f9;S-e768f5;2023-07-02;feature_25;10;36,2;0;
U-c158a4;S-e768f5;2023-03-13;feature_30;12;117,6;0;Beta
U-cb6a4b;S-e768f5;2023-04-08;feature_22;9;42,0;0;
U-95d7db;S-e768f5;2024-07-18;feature_34;10;14,2;2;
U-b740a8;S-e76e80;2024-10-23;feature_19;7;12,4;0;
U-35fe40;S-e76e80;2024-03-31;feature_32;13;50,3;0;
U-464977;S-e76e80;2024-02-10;feature_15;15;148,3;0;
U-3e92d6;S-e76e80;2024-03-02;feature_14;11;48,2;2;
U-480439;S-e76e80;2023-02-15;feature_32;3;10,5;0;
U-1951d2;S-e76e80;2023-02-07;feature_24;9;83,0;0;
U-5a56c9;S-e76e80;2024-07-16;feature_24;10;83,2;0;
U-051132;S-e77144;2024-10-29;feature_40;9;78,6;2;
U-8a9aa7;S-e77144;2023-11-17;feature_39;11;62,9;0;Beta
U-f02c57;S-e77144;2024-08-20;feature_2;13;11,7;0;
U-93e0b4;S-e77b1e;2024-10-20;feature_34;9;20,9;0;
U-2f2a02;S-e77b1e;2023-10-13;feature_37;12;59,8;2;
U-462ef8;S-e77b1e;2023-12-29;feature_31;10;98,3;0;Beta
U-020525;S-e77b1e;2023-11-23;feature_1;11;27,0;0;
U-39f2b2;S-e77b1e;2024-05-07;feature_24;9;74,4;2;
U-39c853;S-e77b1e;2023-12-17;feature_23;17;93,2;0;
U-7ccf6b;S-e77d56;2024-02-19;feature_17;5;49,5;0;
U-541a5a;S-e77d56;2023-08-22;feature_35;8;24,5;2;
U-93f3ff;S-e77d56;2024-11-15;feature_36;8;17,6;0;
U-89f4cb;S-e77d56;2024-04-05;feature_9;4;8,5;1;
U-09f1d5;S-e77d56;2023-06-18;feature_6;7;9,2;0;
U-c998a1;S-e781ba;2024-05-24;feature_18;11;89,8;0;
U-568aa3;S-e781ba;2024-08-25;feature_9;7;4,8;0;
U-488508;S-e781ba;2023-02-16;feature_11;8;7,3;0;
U-567bcc;S-e781ba;2023-07-06;feature_27;9;78,2;1;
U-6d8393;S-e78857;2024-07-10;feature_38;16;75,2;1;
U-698a7e;S-e78857;2023-06-04;feature_30;9;69,2;0;
U-fe144f;S-e78857;2024-03-26;feature_15;11;104,3;1;
U-c0297c;S-e78857;2024-08-11;feature_6;10;74,3;0;
U-622b8f;S-e78857;2024-09-17;feature_9;14;76,1;1;
U-1b1861;S-e78857;2023-02-06;feature_30;8;19,2;0;Beta
U-90aa14;S-e78857;2023-01-17;feature_30;13;25,6;1;
U-6b0253;S-e78c09;2023-05-11;feature_7;12;50,8;2;
U-366a6e;S-e79dbc;2023-11-24;feature_17;11;74,4;0;
U-c8039e;S-e79dbc;2024-09-11;feature_39;10;41,5;3;
U-dae15a;S-e79dbc;2024-01-11;feature_27;7;27,1;0;
U-95a6f3;S-e79dbc;2024-07-31;feature_8;8;3,6;0;
U-3becf4;S-e79dbc;2023-06-03;feature_25;11;11,4;4;
U-bc301d;S-e79dbc;2024-11-27;feature_29;11;18,3;0;
U-8b2e98;S-e7a190;2023-01-26;feature_40;5;32,0;2;Beta
U-272b19;S-e7a190;2023-05-16;feature_28;11;20,5;1;
U-be2eac;S-e7a190;2023-07-01;feature_4;12;43,8;0;
U-b23452;S-e7a190;2023-02-03;feature_7;6;22,1;0;
U-b07117;S-e7b281;2023-01-16;feature_3;19;186,8;0;
U-31b759;S-e7b281;2024-06-12;feature_7;8;15,7;0;
U-cdcaff;S-e7b281;2023-02-24;feature_6;7;3,0;0;
U-46dffa;S-e7b281;2024-10-04;feature_4;7;63,9;0;
U-28c789;S-e7c172;2024-07-29;feature_18;13;42,9;0;
U-9de9f9;S-e7c172;2023-07-12;feature_8;15;29,0;1;
U-927183;S-e7c172;2023-05-22;feature_8;13;28,6;0;
U-08c015;S-e7c172;2024-05-01;feature_18;5;17,3;1;
U-966eed;S-e7cb68;2024-09-13;feature_17;7;26,5;0;
U-4bca90;S-e7cb68;2024-05-17;feature_17;11;15,8;2;
U-4518fb;S-e7cb68;2023-11-18;feature_4;10;61,5;0;
U-0e9c0c;S-e7cb68;2023-02-21;feature_33;15;40,3;0;
U-0bfb0e;S-e7cb68;2024-04-11;feature_32;8;32,8;0;
U-e825c8;S-e7d026;2024-08-23;feature_2;11;46,2;0;
U-50c11c;S-e7d026;2023-03-07;feature_11;15;54,3;0;
U-f2f960;S-e7d026;2024-11-04;feature_9;4;2,1;0;
U-3b2f8e;S-e7d026;2024-08-19;feature_15;6;39,5;0;
U-efdac1;S-e7d026;2023-08-09;feature_12;6;50,8;0;
U-8bad52;S-e7d026;2023-07-29;feature_37;11;33,9;0;
U-529d41;S-e7d026;2024-05-23;feature_15;9;89,3;1;
U-e3977f;S-e7d026;2024-01-31;feature_29;14;45,3;1;
U-4677fc;S-e7d026;2023-06-28;feature_10;9;21,6;0;
U-a09efe;S-e7d026;2023-01-25;feature_29;9;31,5;2;
U-ca599f;S-e7de53;2023-07-21;feature_1;2;9,9;0;
U-41aba3;S-e7de53;2024-03-11;feature_34;6;28,1;3;Beta
U-611b68;S-e7de53;2023-09-02;feature_26;11;2,9;1;
U-380492;S-e7de53;2024-03-01;feature_24;8;59,6;0;
U-055b35;S-e7de53;2024-04-24;feature_8;10;8,3;0;
U-58108a;S-e7de53;2023-01-18;feature_29;13;14,1;0;
U-900c7f;S-e7e013;2023-09-04;feature_7;11;94,1;3;Beta
U-f369cb;S-e7e013;2023-01-27;feature_24;16;120,3;1;
U-5e29e3;S-e7e013;2023-06-23;feature_26;13;125,2;0;
U-fae9ce;S-e7e013;2023-10-28;feature_33;6;29,4;2;
U-57473a;S-e7e013;2023-05-16;feature_3;4;29,3;0;
U-b29f42;S-e7e013;2023-11-26;feature_33;9;5,0;0;
U-50e29f;S-e7e013;2023-06-24;feature_5;7;45,4;2;
U-b2b0cb;S-e7e013;2024-07-27;feature_24;11;18,9;3;
U-ceea20;S-e7e013;2023-06-30;feature_22;8;48,9;2;
U-7d32fc;S-e7e4bd;2024-12-03;feature_37;8;47,1;0;
U-f73041;S-e7e4bd;2024-12-04;feature_31;14;70,9;2;
U-bc3058;S-e7e4bd;2023-07-20;feature_18;10;72,2;0;
U-5503f9;S-e7e4bd;2023-10-13;feature_17;11;12,8;0;
U-7f1aa4;S-e7e4bd;2023-09-07;feature_21;9;23,0;0;
U-a8f104;S-e7e4bd;2024-07-17;feature_22;9;42,8;3;
U-06028f;S-e7e4bd;2024-09-20;feature_40;5;28,8;0;
U-9d7994;S-e7e4bd;2023-01-20;feature_1;14;101,5;0;
U-1017f2;S-e7e4bd;2024-12-11;feature_27;6;54,4;1;
U-3a8184;S-e7e4bd;2023-11-03;feature_3;6;45,5;2;
U-432d21;S-e7e4bd;2024-06-05;feature_33;7;62,0;0;
U-53a147;S-e7e4bd;2024-01-13;feature_13;10;13,7;0;
U-91bbbe;S-e7e4bd;2023-05-23;feature_3;5;0,8;0;
U-26a548;S-e7f571;2024-12-25;feature_34;13;6,5;0;
U-ec1beb;S-e7f571;2023-07-29;feature_2;9;84,3;2;
U-58a4a5;S-e7f571;2023-11-30;feature_14;5;25,9;3;
U-1a90ba;S-e7f571;2024-10-10;feature_33;10;18,2;0;
U-1aa433;S-e7fe6f;2023-10-04;feature_10;8;57,1;0;
U-2f9e28;S-e7fe6f;2023-05-10;feature_17;14;94,0;2;
U-33aa26;S-e7fe6f;2023-04-21;feature_1;15;16,5;1;
U-d6a819;S-e81358;2023-08-24;feature_24;11;41,1;0;
U-891e06;S-e81358;2024-12-16;feature_36;3;16,1;0;Beta
U-135c98;S-e81358;2023-06-08;feature_31;14;137,0;0;
U-81bbb8;S-e82bdc;2023-04-05;feature_25;9;70,1;0;
U-a73865;S-e82bdc;2024-05-27;feature_8;9;56,0;0;
U-4be20c;S-e83351;2023-02-21;feature_25;11;68,4;0;
